Query_Str,Post_URL,Author_Name,Author_Web_Page_URL,Author_Handle,Verified_Status,UTC_Time,Ads,Tweet_Content,Post_ID,Tweet_URL,Reply_Count,Repost_Count,Like_Count,View_Count,Bookmark_Count,Tweet_Image_URL,Replying_to,Reply_to_Whom,Reply_to_Whom_URL,Reply_to_Whom_Username,Reply_to_Whom_Handle,Language
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query","가습기살균제참사 14년째 1,900명 희생자포함 피해자 8,005명 현재진행형 대참사🧨",https://x.com/minimakr2,minimakr2,False,2018-01-24 11:58:16+00:00,False,박경신 고려대 법학전문대학원 교수는 “가습기 살균제 제조업체의 피해배상액이나 리콜비용이 적다면 고의적으로 부도덕한 영업을 계속할 동기가 생기는 것”이라며 “피해규모도 중요하지만 기업의 자산과 소득에 비례해 높은 배상액을 책정해야 알면서 하는 기업의 악행을 멈추게 할 수 있다”고 밝혔 https://t.co/PO3rqMTGo3,956134052452380672,https://x.com/minimakr2/status/956134052452380672,0,4,2,0,0,,False,,,,,ko
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query",🔺,https://x.com/_nachouu,_nachouu,False,2018-01-27 15:02:37+00:00,False,[속보] 갓 성인된 지인의 멘탈을 부숴버린 나쵸의 모브트릭.... 리콜 요청 고려중 https://t.co/FrJPLETKiX,957267608264327168,https://x.com/_nachouu/status/957267608264327168,1,0,1,0,0,https://pbs.twimg.com/media/DUjlzwzVoAAwYM0.jpg,False,,,,,ko
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query",YouTubeAngel,https://x.com/YouTubeAngel1,YouTubeAngel1,False,2018-01-25 23:13:18+00:00,False,꺄~다이나믹스팩 노멀 풀리콜작 성공했어요~ https://t.co/xn8D0kggp9,956666318450704384,https://x.com/YouTubeAngel1/status/956666318450704384,0,1,2,0,0,https://pbs.twimg.com/media/DUbC5wFVoAAGQ02.jpg;https://pbs.twimg.com/media/DUbC7FZVoAA-af7.jpg,False,,,,,ko
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query",연합뉴스,https://x.com/yonhaptweet,yonhaptweet,True,2018-01-25 02:37:45+00:00,False,"현대차, 미국서 차량 결함으로 8만8천대 리콜 https://t.co/CL5YyWnSVh #소나타 #그랜저 https://t.co/hSQxi34JI6",956355380182831109,https://x.com/yonhaptweet/status/956355380182831109,0,11,2,0,0,https://pbs.twimg.com/media/DUWoFR6VQAE_rI4.jpg,False,,,,,ko
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query",내외뉴스통신,https://x.com/naewaymedia,naewaymedia,False,2018-01-31 23:54:47+00:00,False,"BMW·푸조·닛산 등 12개 차종 9531대 리콜
[서울=내외뉴스통신] 안상혁 기자 = 푸조에서 엔진불량, 닛산에선 에어백 불량이 각각 발견됐다. 
https://t.co/qcdGpAknnm https://t.co/BBvSKp3sYc",958851082729414658,https://x.com/naewaymedia/status/958851082729414658,0,0,1,0,0,https://pbs.twimg.com/media/DU6F-MQU0AA8HW-.jpg,False,,,,,ko
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query",내외뉴스통신,https://x.com/naewaymedia,naewaymedia,False,2018-01-29 01:07:38+00:00,False,"한국소비원 ""해외 리콜제품 국내서 버젓히...직구 시 확인해야""
[서울=내외뉴스통신] 김성민 기자 = 해외에서 리콜된 제품이 국내에 유통되고 있는 것으로 나타났다.
https://t.co/pdkkRyq6fE https://t.co/bXs9mCQ94t",957782254603796480,https://x.com/naewaymedia/status/957782254603796480,0,0,1,0,0,https://pbs.twimg.com/media/DUq54NVVoAAFszn.jpg,False,,,,,ko
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query",🍥BMW🍥虎🐾,https://x.com/mekhalabmw,mekhalabmw,False,2018-01-26 08:07:26+00:00,False,ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ뱀아ㅠㅠㅠㅠㅠㅠㅠ귀여ㅠㅠㅠㅠ https://t.co/mFu3hD5OnE,956800735408205825,https://x.com/mekhalabmw/status/956800735408205825,1,3,7,0,0,https://pbs.twimg.com/media/DUc9B02V4AAnmZl.jpg;https://pbs.twimg.com/media/DUc9DHjUQAA3UJG.jpg;https://pbs.twimg.com/media/DUc9IGRVMAE6agl.jpg;https://pbs.twimg.com/media/DUc9LulUQAEMng5.jpg,False,,,,,ko
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query",위키트리 WIKITREE,https://x.com/wikitree,wikitree,True,2018-01-28 04:10:04+00:00,False,벤츠·BMW 1천만원 팔아 100만원 남길 때…현대기아 10만~40만원 https://t.co/XlCOqRkkLW #현대기아차,957465775492624385,https://x.com/wikitree/status/957465775492624385,0,6,3,0,0,,False,,,,,ko
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query",enewko,https://x.com/enewko,enewko,False,2018-01-31 04:50:09+00:00,False,또다시 아이들이 사용하는 물건 안전기준 충족 못 해... #리콜 #아이 #어린이 - https://t.co/WB4ETQ8uB0 https://t.co/6tuJOFpObk,958563027019759617,https://x.com/enewko/status/958563027019759617,0,0,0,0,0,https://pbs.twimg.com/media/DU1__h4WAAATjOt.jpg,False,,,,,ko
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query",희수😷,https://x.com/huisuneko,huisuneko,False,2018-01-29 14:44:42+00:00,False,"오늘 bmw 2도어 자동차 탔고, 그전에는 bmw 관심 없었는데 바이크 때문에 괜히 동질감 혼자 생겼고, bmw에 단기통 있으면(있나???), 우리 친구인데 하는 생각 들었다ㅋㅋㅋ",957987874481164288,https://x.com/huisuneko/status/957987874481164288,0,0,2,0,0,,False,,,,,ko
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query",Brooklinewise,https://x.com/Brooklinewise,Brooklinewise,False,2018-01-25 04:52:09+00:00,False,"이제 시작일 뿐인 한국 때리기. 전 세계적으로 한국제품 결함이 더 많이 드러날 것. 친북민주당 정권 자체가 인류의 위협이 되고 있다. | 현대차, 미국서도 ‘차량결함’ 소나타·그랜저 8만8000대 리콜 https://t.co/dJsN9LUyuc",956389203427799040,https://x.com/Brooklinewise/status/956389203427799040,0,0,1,0,0,,False,,,,,ko
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query",좋은놈,https://x.com/G5kJUe5bRt0qVQF,G5kJUe5bRt0qVQF,False,2018-01-31 08:58:04+00:00,False,안태근 52세에 검사가 최고가 BMW 세단을 타고 다니넹.내가 아는 시장님은 가전제품이 20년 넘은걸 사용하시던뎅.어떻게 이것들은 재산을 형성했을까?이것도 다 불법으로 받은 뇌물일꺼다.다 조사해라.경찰은 뭐하냐?이번에 우병우 일당들 재산축적 과정도 다 조사해봐라.일반 국민들만 못살게하지말고,958625415806967808,https://x.com/G5kJUe5bRt0qVQF/status/958625415806967808,0,8,8,0,0,,False,,,,,ko
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query",제품안전정보센터,https://x.com/safetykr_KATS,safetykr_KATS,False,2018-01-31 09:00:42+00:00,False,리콜명령 대상 제품은 제품안전정보센터(https://t.co/kCZhRnjYJh)에 들어오시면 확인하실 수 있습니다. https://t.co/8HaNcpcCcn,958626078238494721,https://x.com/safetykr_KATS/status/958626078238494721,0,0,0,0,0,https://pbs.twimg.com/media/DU25TekU0AAjw1s.jpg;https://pbs.twimg.com/media/DU25UHDU8AEvVQN.jpg;https://pbs.twimg.com/media/DU25UvBVAAATjbt.jpg,False,,,,,ko
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query",Irma Colon,https://x.com/14k4041093Colon,14k4041093Colon,False,2018-01-26 12:04:19+00:00,False,"[일본반응] 日 자동차 에어백 리콜의 주역 ""다카타"" 결국 파산 https://t.co/fxYKcUmlzc",956860347629166592,https://x.com/14k4041093Colon/status/956860347629166592,0,0,0,0,0,,False,,,,,ko
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query",한국경제신문,https://x.com/hankyungmedia,hankyungmedia,True,2018-01-24 23:44:54+00:00,False,"현대차, 미국서 차량 결함으로 8만8000대 리콜 https://t.co/nFg6i2Yr70",956311879479013382,https://x.com/hankyungmedia/status/956311879479013382,0,1,0,0,0,,False,,,,,ko
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query",응,https://x.com/skylove0310,skylove0310,False,2018-01-29 10:55:55+00:00,False,"""젊은 남녀 25명에게 4주간 배출가스 질소산화물 흡입케 해""

원숭이 가스실 실험으로 문제가 된 '유럽 운송분야 환경보건연구그룹'(EUGT : VW, 다임러, BMW 등 독일 자동차업체들이 돈을 대 만든 단체)이 인체 대상 배출가스 유해실험까지 한 것으로 드러났다.

https://t.co/MDo6EV70bY",957930297642725376,https://x.com/skylove0310/status/957930297642725376,0,2,0,0,0,,False,,,,,ko
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query",강해상,https://x.com/dokkaebi330,dokkaebi330,False,2018-01-31 10:20:12+00:00,False,"폭스바겐, BMW 등이 배기가스가 인체에 미치는 실험에 젊은 남녀 25명을 동원했는데, 이 젊은남녀를 대상으로 일주일에 2회에 거쳐 실험했다고 한다. 폭스바겐은 원숭이를 대상으로 실험을 한바 있다고. 독일 언론은 나치의 잔혹성을 떠올리며 맹비난했다. 인간이 가장 잔인하다는게 또 증명됐다.",958646085576138752,https://x.com/dokkaebi330/status/958646085576138752,0,0,0,0,0,,False,,,,,ko
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query",#마포호랑이#,https://x.com/sada69c59,sada69c59,False,2018-01-27 08:02:40+00:00,False,"BMW·벤츠에 빠진 30대, 렉서스·캐딜락에 꽂힌 40대
https://t.co/5VkqK13J56",957161923950211072,https://x.com/sada69c59/status/957161923950211072,0,1,1,0,0,,False,,,,,ko
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query",김 망멩미,https://x.com/ReallyiAmGhost,ReallyiAmGhost,False,2018-01-29 12:56:38+00:00,False,그러고보니까 리콜수라 언제오지?? 김영신 자폭해라,957960679486451712,https://x.com/ReallyiAmGhost/status/957960679486451712,0,0,4,0,0,,False,,,,,ko
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query",서산사는칰빠,https://x.com/sseagles13,sseagles13,False,2018-01-31 02:31:19+00:00,False,"국민타자 이승엽, 1년동안 BMW 고성능 M 브랜드 알린다 https://t.co/cibIvo7kWF",958528088559595521,https://x.com/sseagles13/status/958528088559595521,0,0,0,0,0,,False,,,,,ko
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query",Bluestocking,https://x.com/seemswicked,seemswicked,False,2018-01-29 13:34:51+00:00,False,난 독일 엄청 가난한 나라 같은데 망한 독일지역 살아서 그런가봐... 바이에른 바덴 헤쎈 이런데가면 부티난대....난 모르겠다.... 근데 뮌헨은 아 뭐 bmw본사라도 일해야 가는거지 ㅋㅋㅋ 거기 사느니 파리 산다고 다들 그러더라 나 친구 딱하나 아는데 진짜 걔는 bmw 다님 ㅋㅋㅋㅋ,957970294521647104,https://x.com/seemswicked/status/957970294521647104,0,0,1,0,0,,False,,,,,ko
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query",bgkimin,https://x.com/bgkimin,bgkimin,False,2018-01-30 06:56:33+00:00,False,가습기 살균제 성분 검출된 완구 포함 49개 제품 리콜 명령 https://t.co/QUZhKH0HHI #news #feedly,958232450630500353,https://x.com/bgkimin/status/958232450630500353,0,0,0,0,0,,False,,,,,ko
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query",우먼컨슈머,https://x.com/womancs_1221,womancs_1221,False,2018-01-29 02:02:53+00:00,False,'리콜된 제품'이 해외직구시 버젓이 유통판매...소비자들 주의 필요 https://t.co/O1ZbDI5Idp,957796158230872065,https://x.com/womancs_1221/status/957796158230872065,0,0,0,0,0,,False,,,,,ko
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query",🍥BMW🍥虎🐾,https://x.com/mekhalabmw,mekhalabmw,False,2018-01-25 17:18:49+00:00,False,복숭아 🍑🍑 https://t.co/z4g23sOkun,956577109299752961,https://x.com/mekhalabmw/status/956577109299752961,0,2,1,0,0,https://pbs.twimg.com/media/DUZxycFVAAA5A24.jpg,False,,,,,ko
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query",좋은놈,https://x.com/G5kJUe5bRt0qVQF,G5kJUe5bRt0qVQF,False,2018-01-31 10:07:36+00:00,False,"어떻게 우리나라는 고위공직자가 재산이 저렇게 많을수있지?안태근이 사는곳 서초동 아파트.bmw중 최고급차.아니 어떻게 고위공작자가 공무원인데 이런것들이 서민들 민생고충을 알겠나?현재 고위공직자,특히 판.검사들 재산을 철져하게 찾아내서 국민이 다 알게 해줘라.이게 불법뇌물 아니면 가능한가",958642915835748352,https://x.com/G5kJUe5bRt0qVQF/status/958642915835748352,0,3,4,0,0,,False,,,,,ko
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query",우먼컨슈머,https://x.com/womancs_1221,womancs_1221,False,2018-01-31 01:45:54+00:00,False,어린이제품 · 완구 · 학용품 등 49개 제품이 리콜조치 https://t.co/9O1ASVclm7,958516660712820737,https://x.com/womancs_1221/status/958516660712820737,0,0,0,0,0,,False,,,,,ko
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query",응,https://x.com/skylove0310,skylove0310,False,2018-01-31 11:26:27+00:00,False,"문제는 메르켈 정부가 이 문제를 적극적으로 나서 밝혀낼 수 있을까 하는 점이다. 메르켈은 자국 자동차 기업들의 누구보다 강력한 지원자이기도 하다. 모터쇼가 열릴 때마다 벤츠, 폭스바겐, 보쉬, BMW 부스를 찾으며 적극적으로 그들을 지원하고 있다.

https://t.co/Tr8Sv2r7Hy",958662759222099968,https://x.com/skylove0310/status/958662759222099968,0,0,0,0,0,,False,,,,,ko
"(""BMW"" OR ""리콜"")","https://x.com/search?q=(""BMW"" OR ""리콜"") lang:ko until:2018-02-01 since:2018-01-01&src=typed_query",메디업🏥,https://x.com/mediupcokr,mediupcokr,False,2018-01-29 01:16:37+00:00,False,리콜 제품 국내 유통...해외직구시 리콜 여부 확인해 : https://t.co/ZmQukKMLq6,957784514020782081,https://x.com/mediupcokr/status/957784514020782081,0,0,0,0,0,,False,,,,,ko
